UNITID,CNTLAFFI,SLO6,DISTNCED,TUITVARY,ROOM,BOARD
144218,1,0,2,1,2,3
144281,3,1,2,2,1,1
144351,4,1,2,2,1,1
144485,2,0,2,-2,2,3
144500,1,-2,-2,-2,-2,-2
144564,1,0,2,1,2,3
144573,2,0,2,-2,2,3
144740,4,1,2,2,1,2
144777,2,-2,-2,-2,-2,-2
144795,2,0,2,-2,2,3
144865,1,1,2,1,2,3
144883,3,0,2,2,2,3
144892,1,1,2,1,1,1
144944,1,1,2,1,2,3
144962,4,1,2,2,1,2
144971,4,1,2,2,1,2
145099,2,0,2,-2,2,3
145239,2,0,2,2,2,3
145275,4,0,2,2,1,3
145309,2,0,2,-2,2,3
145336,1,1,2,1,1,2
145354,3,0,2,2,1,3
145372,4,1,2,2,1,2
145406,2,0,2,-2,2,3
145424,2,0,2,-2,2,3
145433,2,0,2,-2,2,3
145497,4,1,2,2,1,1
145521,1,0,2,1,2,3
145558,3,0,2,2,1,3
145600,1,1,2,1,1,2
145619,4,1,2,2,1,1
145628,3,0,2,2,1,1
145637,1,1,2,1,1,2
145646,3,1,2,2,1,2
145682,1,0,2,1,2,3
145691,4,1,2,2,1,1
145707,1,0,2,1,2,3
145725,3,1,2,2,1,2
145813,1,1,2,1,1,2
145831,1,1,2,1,2,3
145886,3,0,2,2,2,3
146205,1,1,2,1,2,3
146278,1,0,2,1,2,3
146296,1,1,2,1,2,3
146339,4,1,2,2,1,1
146348,1,1,2,1,2,3
146366,1,0,2,1,2,3
146418,1,1,2,1,2,3
146427,3,1,2,2,1,1
146454,2,0,2,-2,2,3
146472,1,1,2,1,2,3
146481,3,1,2,2,1,1
146490,3,1,2,2,2,3
146506,1,1,2,1,2,3
146533,3,0,2,2,2,3
146603,1,0,2,1,2,3
146612,4,1,2,2,1,1
146667,4,0,2,2,1,1
146676,3,0,2,2,1,1
146685,1,1,2,1,2,3
146700,2,0,2,-2,2,3
146719,4,1,2,2,1,1
146728,4,1,2,2,1,2
146755,3,0,2,2,2,3
146807,2,0,2,-2,2,3
146816,3,0,2,2,2,3
146977,4,0,2,2,2,3
147004,1,1,2,1,2,3
147013,4,1,2,2,1,1
147031,4,0,2,2,2,3
147129,3,0,2,2,1,3
147244,3,1,2,2,1,1
147341,4,1,2,2,1,1
147369,4,1,2,2,1,1
147378,1,1,2,1,2,3
147396,3,0,2,2,1,3
147411,1,1,2,1,2,3
147536,3,0,2,2,2,3
147590,3,0,2,2,1,3
147642,2,0,2,-2,2,3
147660,4,1,2,2,1,2
147679,4,1,2,2,1,1
147697,4,0,2,2,2,3
147703,1,1,2,2,1,1
147767,3,1,2,2,1,1
147776,1,1,2,1,1,3
147800,1,1,2,1,2,3
147819,2,0,2,-2,2,3
147828,4,1,2,2,1,2
147916,1,1,2,1,2,3
148007,1,1,2,1,2,3
148016,3,1,2,2,1,2
148098,2,0,2,-2,2,3
148131,4,1,2,2,1,1
148256,1,1,2,1,2,3
148292,1,0,2,1,2,3
148380,1,0,2,1,2,3
148405,3,1,2,2,1,1
148487,3,1,2,2,1,2
148496,4,1,2,2,1,2
148511,3,1,2,2,2,3
148575,4,1,2,2,1,3
148584,4,1,2,2,1,1
148593,4,0,2,2,2,3
148627,4,1,2,2,1,2
148654,1,1,2,1,1,2
148672,1,1,2,1,2,3
148821,1,0,2,1,2,3
148876,3,0,2,2,2,3
148885,4,0,2,2,1,1
148937,1,0,2,1,2,3
148955,3,0,2,-2,2,3
148982,3,0,2,2,2,3
148991,1,0,2,1,2,3
149028,4,0,2,2,2,3
149204,2,0,2,-2,2,3
149222,1,1,2,1,1,2
149231,1,1,2,2,1,2
149240,1,-2,-2,-2,-2,-2
149310,2,0,2,2,2,3
149329,4,0,2,2,1,1
149365,1,1,2,1,2,3
149499,2,0,2,-2,2,3
149505,4,1,2,2,1,2
149514,4,1,2,2,1,2
149532,1,0,2,1,2,3
149550,2,0,2,-2,2,3
149587,1,-2,-2,-2,-2,-2
149639,3,0,2,2,2,3
149727,1,1,2,1,2,3
149763,4,0,2,2,2,3
149772,1,1,2,2,1,2
149781,4,1,2,2,1,1
149842,1,1,2,1,2,3
150048,4,0,2,2,1,1
150066,4,1,2,2,1,2
150136,1,1,2,1,1,1
150145,4,1,2,2,1,1
150163,3,1,2,2,1,1
150172,4,0,2,2,1,3
150215,4,0,2,2,1,3
150251,2,0,1,2,2,3
150288,4,1,2,2,1,1
150303,2,0,2,-2,2,3
150400,3,1,2,2,1,2
150428,2,0,2,-2,2,3
150455,4,1,2,2,1,1
150534,4,1,2,2,1,1
150604,4,1,2,2,1,1
150668,4,1,2,2,1,1
150677,4,1,2,2,1,1
150756,4,1,2,2,1,2
150765,2,0,2,-2,2,3
150774,4,1,2,2,1,1
150853,2,0,2,-2,2,3
150941,4,1,2,2,1,1
150987,1,0,2,1,2,3
151102,1,1,2,1,1,3
151111,1,1,2,1,1,2
151263,4,1,2,2,1,1
151290,3,1,2,2,1,2
151306,1,1,2,1,1,2
151324,1,1,2,1,1,1
151333,1,1,2,1,2,3
151342,1,1,2,1,1,2
151351,1,1,2,1,1,2
151360,1,1,2,1,2,3
151379,1,1,2,1,1,2
151388,1,1,2,1,2,3
151467,2,0,2,2,1,3
151564,2,0,2,-2,2,3
151607,2,0,2,-2,2,3
151652,2,0,2,-2,2,3
151661,2,0,2,-2,2,3
151777,4,1,2,2,1,2
151786,4,1,2,2,1,2
151801,4,1,2,2,1,1
151810,3,0,2,2,2,3
151865,4,1,2,2,1,3
151962,3,0,2,2,2,3
152044,2,0,2,-2,2,3
152080,4,1,2,2,1,1
152099,4,0,2,2,1,1
152150,2,0,2,-2,2,3
152275,2,0,2,-2,2,3
152309,2,0,2,-2,2,3
152318,3,1,2,2,1,1
152336,4,0,2,2,1,1
152381,4,1,2,2,1,1
152390,4,1,2,2,1,1
152451,4,0,2,2,1,1
152497,4,0,2,2,2,3
152530,4,1,2,2,1,1
152567,3,1,2,2,1,1
152600,4,1,2,2,1,2
152628,2,0,2,-2,2,3
152637,1,0,2,1,1,2
152673,3,1,2,2,1,1
152798,3,1,2,2,2,3
152992,4,1,2,2,1,1
153001,4,1,2,2,1,1
153074,2,0,2,-2,2,3
153083,2,0,2,-2,2,3
153108,4,1,2,2,1,1
153126,4,1,2,2,1,1
153144,4,1,2,2,1,2
153162,4,1,2,2,1,1
153214,1,1,2,1,1,3
153241,4,1,2,2,1,1
153250,4,1,2,2,1,1
153269,3,1,2,2,1,1
153278,4,1,2,2,1,1
153296,1,1,2,1,1,1
153302,4,0,2,2,1,1
153311,1,1,2,1,1,3
153320,4,1,2,2,1,1
153339,2,0,2,-2,2,3
153366,4,1,2,2,1,1
153375,4,1,2,2,1,2
153384,3,1,2,2,1,1
153427,2,0,2,2,2,3
153445,1,1,2,1,2,3
153463,2,0,2,-2,2,3
153472,1,0,2,1,1,1
153524,1,1,2,1,1,1
153533,1,0,2,1,1,1
153542,4,0,2,2,2,3
153597,2,0,2,-2,2,3
153603,1,1,2,1,1,2
153621,4,1,2,2,1,2
153630,1,0,2,1,1,1
153658,1,1,2,1,1,2
153737,1,1,2,1,2,3
153746,2,0,2,-2,2,3
153764,2,0,2,-2,2,3
153773,2,0,2,-2,1,3
153782,2,0,2,-2,2,3
153825,4,1,2,2,1,2
153834,4,1,2,2,1,1
153861,3,1,2,2,1,1
153922,1,0,2,1,1,1
153977,4,0,2,2,2,3
154004,4,1,2,2,1,1
154013,4,1,2,2,1,1
154022,2,0,1,2,2,3
154059,1,1,2,1,1,1
154095,1,1,2,1,1,2
154101,4,1,2,2,1,1
154110,1,0,2,1,2,3
154129,1,0,2,1,1,1
154156,3,0,2,2,2,3
154165,2,0,2,-2,2,3
154174,3,0,2,2,1,3
154208,2,0,2,-2,2,3
154235,4,1,2,2,1,1
154262,4,0,2,2,2,3
154332,2,0,2,-2,2,3
154341,2,0,2,-2,2,3
154350,4,1,2,2,1,2
154378,1,1,2,1,1,1
154396,1,0,2,1,1,2
154448,2,0,2,-2,2,3
154457,2,0,2,-2,2,3
154466,2,0,2,-2,2,3
154493,3,1,2,2,1,1
154518,2,0,2,2,1,1
154527,4,1,2,2,1,1
154536,4,1,2,2,1,3
154545,2,0,2,-2,2,3
154572,1,0,2,1,1,1
154590,4,0,2,2,1,1
154642,1,0,2,2,1,1
154688,4,1,2,2,1,1
154697,1,0,2,1,1,1
154712,4,1,2,2,1,1
154721,4,1,2,2,1,1
154749,4,1,2,2,1,1
154800,1,0,2,1,1,1
154855,4,1,2,2,1,1
154907,1,0,2,1,1,1
154925,1,0,2,1,1,1
154934,1,0,2,1,1,1
154952,1,0,2,1,1,1
154998,1,0,2,1,1,1
155007,4,0,2,2,2,3
155025,1,1,2,1,1,2
155052,1,0,2,2,2,3
155061,1,1,2,1,1,2
155070,4,1,2,2,1,1
155089,3,1,2,2,1,1
155098,1,0,2,1,1,2
155104,1,0,2,1,1,1
155140,1,0,2,2,1,1
155159,2,0,2,-2,2,3
155177,4,0,2,2,1,1
155186,1,0,2,1,1,1
155195,1,0,2,1,1,1
155201,1,0,2,1,1,1
155210,1,1,2,1,2,3
155283,2,0,2,-2,2,3
155292,1,0,2,1,1,1
155308,4,0,2,2,1,1
155317,1,1,2,1,1,2
155335,4,1,2,2,1,1
155353,2,0,2,-2,2,3
155399,1,1,2,1,1,1
155414,4,0,2,2,1,2
155423,1,0,2,2,2,3
155450,1,0,2,1,2,3
155487,1,0,2,2,2,3
155496,4,0,2,2,1,1
155511,4,1,2,2,1,1
155520,4,1,2,2,1,2
155566,1,0,2,2,1,1
155593,1,0,2,2,1,1
155618,1,0,2,-2,1,1
155627,4,1,2,2,1,2
155636,4,0,2,2,2,3
155681,1,1,2,1,1,2
155715,1,0,2,1,1,1
155812,4,1,2,2,1,1
155830,1,0,2,2,2,3
155858,1,0,2,1,1,1
155900,4,1,2,2,1,1
155937,3,1,2,2,1,2
155973,4,1,2,2,1,1
156082,1,1,2,1,1,2
156107,1,0,2,1,2,3
156125,1,1,2,1,1,1
156134,2,0,2,-2,2,3
156189,3,1,2,2,1,1
156213,3,1,2,2,1,1
156222,4,0,2,2,1,1
156231,1,0,2,1,2,3
156277,2,0,2,-2,2,3
156286,4,1,2,2,1,1
156295,3,1,2,2,1,1
156310,2,0,2,-2,2,3
156338,1,0,2,1,2,3
156356,4,1,2,2,1,1
156365,4,1,2,2,1,1
156392,1,1,2,1,2,3
156408,4,1,2,2,1,1
156417,4,0,2,2,1,1
156426,2,0,2,-2,2,3
156471,2,0,2,-2,2,3
156541,4,1,2,2,1,1
156620,1,1,2,1,1,2
156648,1,1,2,1,2,3
156727,3,0,1,2,2,3
156745,4,1,2,2,1,2
156754,2,0,2,-2,2,3
156790,1,0,2,1,2,3
156842,2,0,2,-2,2,3
156851,1,0,2,1,2,3
156860,1,0,2,1,2,3
156921,1,1,2,1,2,3
156967,2,0,2,-2,2,3
157021,2,0,2,2,2,3
157030,4,0,2,2,1,1
157058,1,0,2,1,1,2
157076,4,1,2,2,1,1
157085,1,1,2,1,1,2
157100,4,0,2,2,1,1
157207,4,0,2,2,2,3
157216,4,1,2,2,1,1
157289,1,1,2,1,1,2
157298,4,1,2,2,1,3
157304,1,0,2,1,2,3
157331,1,0,2,1,2,3
157377,4,1,2,2,1,1
157386,1,1,2,1,1,2
157401,1,1,2,1,1,2
157438,1,0,2,1,2,3
157447,1,1,2,1,1,2
157483,1,1,2,1,2,3
157535,4,1,2,2,1,2
157553,1,0,2,1,2,3
157614,2,0,2,-2,2,3
157650,2,0,2,-2,2,3
157669,2,0,2,-2,2,3
157678,2,0,2,-2,2,3
157711,1,0,2,1,2,3
157739,1,0,2,1,2,3
157748,4,0,2,2,1,1
157757,4,1,2,2,1,1
157793,2,0,2,2,1,1
157809,4,1,2,2,1,1
157818,4,1,2,2,1,1
157854,1,-2,-2,-2,-2,-2
157863,4,1,2,2,1,1
157951,1,1,2,1,1,1
158088,1,0,2,1,2,3
158246,2,0,2,-2,2,3
158325,3,0,2,2,2,3
158343,2,0,2,-2,2,3
158431,1,0,2,2,2,3
158477,4,1,2,2,1,1
158538,2,0,2,-2,2,3
158617,2,0,2,-2,2,3
158662,1,0,2,2,2,3
158778,2,0,2,-2,2,3
158787,2,0,2,-2,2,3
158802,4,1,2,2,1,1
158884,1,0,2,2,2,3
159009,1,1,2,1,1,2
159027,2,0,2,-2,2,3
159197,2,0,2,2,2,3
159328,2,0,2,-2,2,3
159373,1,0,2,1,1,3
159382,1,0,2,1,1,1
159391,1,1,2,1,1,2
159407,1,0,2,1,1,1
159416,1,1,2,1,1,3
159513,2,0,2,-2,2,3
159522,2,0,2,-2,2,3
159531,2,0,2,-2,2,3
159568,4,1,2,2,1,1
159601,2,0,2,-2,2,3
159647,1,1,2,1,1,2
159656,4,1,2,2,1,1
159717,1,1,2,1,1,1
159939,1,1,2,1,1,2
159948,4,0,2,2,1,3
159966,1,1,2,1,1,2
159993,1,1,2,1,1,2
160010,1,0,2,2,2,3
160038,1,1,2,1,1,1
160065,4,0,2,2,1,3
160074,4,0,2,2,2,3
160117,2,0,2,-2,2,3
160126,2,0,2,-2,2,3
160199,2,0,2,-2,2,3
160320,2,0,2,-2,2,3
160409,4,0,2,2,1,1
160472,2,0,2,-2,2,3
160481,1,0,2,1,2,3
160524,3,0,2,2,2,3
160533,1,-2,-2,-2,-2,-2
160579,1,0,2,2,2,3
160597,2,0,2,-2,2,3
160612,1,1,2,1,1,2
160621,1,1,2,1,1,2
160630,1,0,2,1,1,2
160649,1,0,2,1,1,2
160658,1,1,2,1,1,2
160667,1,0,2,2,2,3
160755,3,1,2,2,1,2
160904,4,1,2,2,1,1
160959,3,1,2,2,1,1
160977,3,1,2,2,1,1
160995,2,0,2,-2,2,3
161004,3,1,2,2,1,1
161022,3,0,2,2,2,3
161077,1,0,2,1,1,2
161086,3,1,2,2,1,1
161138,1,0,2,1,1,1
161192,1,0,2,1,2,3
161208,3,0,2,2,2,3
161217,1,1,2,1,1,2
161226,1,1,2,1,1,1
161235,1,1,2,1,1,1
161244,1,0,2,1,1,1
161253,1,1,2,1,1,1
161280,1,-2,-2,-2,-2,-2
161299,1,1,2,1,1,1
161341,1,1,2,1,1,1
161457,3,1,2,2,1,1
161484,1,0,2,1,1,1
161493,2,0,2,-2,2,3
161509,3,1,2,2,1,1
161518,4,1,2,2,1,1
161527,2,0,2,-2,2,3
161545,1,1,2,1,1,2
161554,1,1,2,1,1,1
161563,3,1,2,2,1,1
161572,3,1,2,2,1,1
161581,1,0,2,1,1,1
161688,1,0,2,1,1,3
161767,1,1,2,1,2,3
161800,2,0,2,-2,2,3
161855,2,0,2,-2,2,3
161864,1,0,2,1,2,3
161873,1,1,2,1,2,3
162007,1,1,2,1,1,1
162061,3,0,2,2,1,3
162104,1,0,2,1,2,3
162122,1,1,2,1,2,3
162168,1,0,2,1,2,3
162210,4,1,2,2,1,1
162283,1,1,2,1,1,2
162335,2,0,2,-2,2,3
162371,2,0,2,-2,2,3
162557,1,1,2,1,2,3
162584,1,1,2,1,1,1
162609,1,1,2,1,1,2
162654,3,1,2,2,1,2
162690,1,0,2,1,2,3
162706,1,1,2,1,2,3
162760,3,1,2,2,1,2
162779,1,1,2,1,2,3
162830,2,0,2,-2,2,3
162928,3,1,2,2,1,1
163028,2,0,2,-2,2,3
163046,4,1,2,2,1,2
163204,1,0,2,1,2,3
163259,1,0,2,1,1,3
163268,1,1,2,1,1,1
163286,1,1,2,1,1,2
163295,3,1,2,2,1,2
163338,1,1,2,1,1,1
163347,2,0,2,-2,2,3
163408,2,0,2,-2,2,3
163426,1,1,2,1,2,3
163453,1,1,2,1,1,1
163462,4,1,2,2,1,2
163532,4,0,2,2,1,1
163541,2,0,2,-2,2,3
163578,4,1,2,2,1,1
163657,1,0,2,1,2,3
163754,2,0,2,-2,2,3
163815,2,0,2,-2,2,3
163851,1,1,2,1,1,1
163912,1,1,2,1,1,2
163976,3,0,2,2,1,1
164076,1,1,2,1,1,1
164085,3,0,2,2,2,3
164146,1,-2,-2,-2,-2,-2
164155,1,1,2,2,1,1
164173,3,1,2,2,1,1
164216,3,1,2,2,1,1
164270,3,1,2,2,1,1
164313,1,0,2,1,2,3
164368,3,0,2,2,1,2
164447,3,1,2,2,1,1
164465,3,1,2,2,1,1
164492,4,1,2,2,1,1
164535,1,0,2,-2,2,3
164562,4,1,2,2,1,2
164580,3,1,2,2,1,2
164599,2,0,2,-2,2,3
164614,4,0,2,2,1,1
164632,3,1,2,2,1,1
164641,2,1,2,2,1,1
164720,3,1,2,2,1,1
164739,3,1,2,2,1,2
164748,3,1,2,2,1,2
164775,1,0,2,1,2,3
164845,2,0,2,-2,2,3
164872,3,0,2,2,1,2
164915,3,0,2,2,2,3
164924,4,1,2,2,1,2
164988,3,1,2,2,1,2
165015,3,1,2,2,1,1
165024,1,1,2,1,1,2
165033,1,1,2,1,2,3
165060,3,0,2,-2,2,3
165112,1,1,2,1,2,3
165167,3,0,2,2,2,3
165194,1,1,2,1,2,3
165255,2,0,2,-2,2,3
165264,3,0,2,2,2,3
165334,3,1,2,2,1,2
165495,3,0,2,2,2,3
165529,3,1,2,2,1,1
165556,2,0,2,-2,2,3
165574,3,1,2,2,1,2
165608,1,0,2,-2,2,3
165635,2,0,2,-2,2,3
165644,4,1,2,2,1,1
165662,3,1,2,2,1,2
165671,4,1,2,2,1,2
165699,3,1,2,2,1,1
165750,2,0,2,-2,2,3
165802,3,1,2,2,1,2
165820,1,1,2,1,1,1
165866,1,1,2,1,1,2
165884,3,0,2,2,2,3
165936,4,1,2,2,1,2
165945,3,1,2,2,1,2
165981,1,1,2,1,2,3
166018,3,1,2,2,1,1
166027,3,1,2,2,1,2
166045,3,1,2,2,2,3
166054,4,1,2,2,1,1
166124,4,1,2,2,1,1
166133,1,0,2,1,2,3
166391,3,1,2,2,1,1
166407,4,0,2,2,2,3
166452,3,1,2,2,1,2
166489,3,0,2,2,2,3
166498,2,0,2,-2,2,3
166513,1,1,2,1,1,2
166629,1,1,2,1,1,2
166638,1,1,2,1,1,1
166647,1,0,2,1,2,3
166656,3,1,2,2,1,2
166665,1,-2,-2,-2,-2,-2
166674,1,1,2,1,1,2
166683,3,1,2,2,1,2
166692,1,1,2,1,1,1
166708,1,1,2,1,2,3
166717,3,0,2,2,2,3
166805,2,0,2,-2,2,3
166823,1,0,2,1,2,3
166850,4,1,2,2,1,1
166869,3,0,2,2,2,3
166887,1,1,2,1,2,3
166911,3,1,2,2,1,3
166939,3,1,2,2,1,1
166957,1,1,2,1,2,3
167039,2,0,2,-2,2,3
167057,3,0,2,2,1,2
167093,3,1,2,2,2,3
167215,3,1,2,2,2,3
167260,3,1,2,2,1,1
167288,1,1,2,1,1,2
167297,3,0,2,-2,2,3
167312,1,0,2,1,2,3
167358,3,1,2,2,1,1
167376,1,1,2,1,2,3
167394,4,1,2,2,1,2
167455,3,1,2,2,1,2
167464,4,0,2,2,1,1
167525,1,0,2,2,2,3
167534,1,0,2,1,2,3
167598,4,1,2,2,1,1
167631,1,0,2,1,2,3
167677,4,0,2,2,1,1
167729,1,1,2,1,1,2
167783,3,1,2,2,1,2
167792,3,1,2,2,1,1
167835,3,1,2,2,1,1
167871,1,0,2,-2,2,3
167899,3,1,2,2,1,2
167905,1,0,2,1,2,3
167987,1,1,2,1,1,2
167996,4,1,2,2,1,2
168005,3,1,2,2,1,2
168032,2,0,2,-2,2,3
168148,3,1,2,2,1,1
168218,3,1,2,2,1,1
168227,3,1,2,2,1,2
168254,3,1,2,2,1,1
168263,1,1,2,1,1,1
168281,3,1,2,2,1,1
168342,3,1,2,2,1,1
168421,3,1,2,2,1,1
168430,1,1,2,1,1,2
168528,4,1,2,2,1,1
168546,3,1,2,2,1,1
168555,2,0,2,-2,2,3
168573,2,0,2,-2,2,3
168591,4,1,2,2,1,1
168607,1,0,2,1,1,3
168740,4,1,2,2,1,2
168786,4,1,2,2,1,1
168847,3,0,2,2,1,3
168883,1,0,2,1,1,1
168892,2,0,2,-2,2,3
169080,4,1,2,2,1,1
169099,4,0,2,2,1,3
169187,2,0,2,2,2,3
169220,3,0,2,2,2,3
169248,1,1,2,1,1,1
169275,1,0,2,1,2,3
169284,2,0,2,-2,2,3
169327,3,0,2,2,1,1
169363,4,1,2,2,1,1
169424,3,0,2,2,1,3
169442,3,1,2,2,1,2
169479,3,1,2,2,1,1
169503,2,0,2,-2,2,3
169521,1,1,2,1,2,3
169576,2,0,2,-2,2,3
169655,2,0,2,2,2,3
169716,4,1,2,2,1,1
169734,2,0,2,2,2,3
169761,2,0,2,2,2,3
169798,1,1,2,1,1,2
169813,2,0,2,-2,2,3
169910,1,1,2,2,1,2
169947,2,0,2,-2,2,3
169974,1,0,2,1,1,3
169983,3,1,2,2,1,1
169992,1,1,2,1,1,3
170000,4,1,2,2,1,1
170037,4,1,2,2,1,1
170055,1,1,2,1,2,3
170082,1,1,2,1,1,2
170091,4,0,2,2,1,1
170240,1,1,2,1,2,3
170286,4,1,2,2,1,1
170301,4,1,2,2,1,1
170444,1,1,2,1,1,2
170532,3,1,2,2,1,1
170541,1,0,2,1,2,3
170550,1,0,2,1,2,3
170587,1,0,2,1,2,3
170611,2,0,2,-2,2,3
170620,1,0,2,1,1,3
170639,1,1,2,2,1,1
170657,1,0,2,1,2,3
170675,3,1,2,2,1,2
170736,2,0,2,-2,2,3
170790,1,1,2,1,2,3
170806,4,1,2,2,1,1
170967,4,1,2,2,1,1
170976,1,1,2,1,1,2
171012,3,0,2,-2,2,3
171100,1,1,2,1,1,2
171128,1,1,2,1,1,2
171137,1,1,2,1,2,3
171146,1,1,2,1,1,2
171155,1,1,2,1,2,3
171225,1,1,2,1,2,3
171234,1,1,2,1,2,3
171304,1,0,2,1,2,3
171395,1,1,2,1,1,2
171456,1,1,2,1,1,2
171483,1,1,2,1,1,2
171492,3,1,2,2,1,2
171535,1,0,2,1,2,3
171571,1,1,2,1,1,2
171599,4,1,2,2,1,1
171775,2,0,2,-2,2,3
171881,4,1,2,2,1,1
171988,2,0,2,-2,2,3
171997,2,0,2,-2,2,3
172015,2,0,2,-2,2,3
172033,4,0,2,2,1,1
172051,1,1,2,1,1,2
172200,1,0,2,1,2,3
172264,4,1,2,2,1,2
172291,1,0,2,1,1,2
172307,1,0,2,1,1,3
172325,2,0,2,-2,2,3
172334,4,1,2,2,1,1
172422,1,0,2,1,1,1
172440,4,1,2,2,1,1
172477,3,1,2,2,2,3
172495,2,0,2,-2,2,3
172608,3,0,2,2,2,3
172617,1,1,2,1,2,3
172635,1,1,2,1,2,3
172644,1,1,2,1,1,2
172671,1,0,2,1,2,3
172680,2,0,2,-2,2,3
172699,1,1,2,1,1,1
172705,4,0,2,2,1,3
172866,2,0,2,2,2,3
172918,1,0,2,2,2,3
172927,3,0,2,-2,2,3
172954,1,0,2,2,2,3
172963,1,1,2,2,2,3
173045,4,1,2,2,1,1
173063,1,0,2,2,2,3
173115,1,0,2,2,2,3
173124,1,1,2,2,1,2
173142,4,1,2,2,1,1
173160,4,1,2,2,1,2
173203,1,1,2,2,2,3
173258,3,1,2,2,1,1
173300,4,1,2,2,1,1
173328,4,1,2,2,1,2
173416,1,0,2,2,2,3
173452,4,0,2,2,1,1
173461,1,1,2,2,2,3
173470,2,0,2,-2,2,3
173559,1,0,2,2,1,2
173638,1,0,2,1,1,3
173647,4,1,2,2,1,1
173665,4,1,2,2,1,2
173683,3,0,2,2,2,3
173708,1,0,2,2,2,3
173735,1,0,2,1,1,3
173744,2,0,2,-2,2,3
173799,1,0,2,2,2,3
173805,1,1,2,1,1,2
173896,4,1,2,2,1,3
173902,4,1,2,2,1,1
173911,1,0,2,2,2,3
173920,1,1,2,1,1,1
173957,3,0,2,2,2,3
173993,1,1,2,1,2,1
174020,1,0,2,1,2,3
174066,1,1,2,1,1,2
174075,1,1,2,2,1,1
174127,3,1,2,2,1,3
174136,1,0,2,2,2,3
174154,3,0,2,2,2,3
174190,2,0,2,-2,2,3
174233,1,1,2,1,1,2
174251,1,1,2,1,1,2
174321,2,0,2,-2,1,3
174358,1,1,2,1,1,2
174376,1,1,2,2,2,3
174428,1,1,2,2,2,3
174437,4,1,2,2,1,1
174473,1,0,2,2,2,3
174491,4,1,2,2,1,2
174507,3,1,2,2,2,3
174525,4,0,2,2,1,1
174570,1,0,2,1,2,3
174604,1,0,2,1,1,2
174738,1,1,2,2,2,3
174747,4,1,2,2,1,2
174756,1,0,2,2,2,3
174783,1,1,2,1,1,1
174792,4,1,2,2,1,2
174817,4,1,2,2,1,1
174844,4,1,2,2,1,1
174862,4,1,2,2,1,1
174899,4,1,2,2,1,2
174914,4,1,2,2,1,2
174978,2,0,2,-2,2,3
175005,4,1,2,2,1,2
175014,2,0,2,2,2,3
175041,1,0,2,2,2,3
175078,1,1,2,2,1,1
175120,3,0,2,-2,2,3
175139,4,0,2,2,1,3
175157,1,1,2,1,1,1
175227,3,1,2,2,1,3
175236,1,0,2,2,2,3
175263,1,0,2,2,2,3
175272,1,1,2,1,1,1
175281,3,1,2,2,2,3
175315,1,0,2,2,2,3
175342,1,1,2,2,1,2
175421,4,1,2,2,1,1
175430,4,0,2,2,1,1
175494,2,0,2,-2,2,3
175519,1,0,2,2,1,1
175573,1,0,2,1,1,1
175607,2,0,2,-2,2,3
175616,1,0,2,2,1,1
175643,1,0,2,1,1,1
175652,1,1,2,1,1,1
175698,2,0,2,-2,2,3
175722,2,0,2,-2,2,3
175786,1,1,2,1,1,1
175810,1,0,2,1,1,1
175829,1,0,2,1,1,1
175856,1,1,2,1,1,2
175883,1,0,2,1,1,1
175935,1,0,2,1,1,1
175980,4,1,2,2,1,1
175999,1,-2,-2,-2,-2,-2
176008,1,0,2,1,1,1
176017,1,1,2,1,1,2
176035,1,1,2,2,1,2
176044,1,0,2,2,1,1
176053,4,1,2,2,1,1
176062,2,0,2,-2,2,3
176071,1,0,2,1,1,2
176080,1,1,2,1,1,2
176169,1,0,2,1,1,1
176178,1,0,2,1,1,1
176239,1,0,2,1,1,1
176318,4,0,2,2,1,1
176336,4,0,2,2,1,1
176354,1,0,2,1,1,1
176372,1,1,2,1,1,2
176390,2,0,2,-2,2,3
176406,4,1,2,2,1,1
176433,2,0,2,-2,2,3
176451,4,0,2,2,2,3
176479,4,1,2,2,1,1
176600,4,0,2,2,2,3
176628,4,1,2,2,1,1
176664,4,0,2,2,1,2
176716,2,0,2,-2,2,3
176770,3,0,2,2,2,3
176789,4,0,2,2,1,2
176798,1,0,2,-2,2,3
176910,4,0,2,2,1,1
176947,4,1,2,2,1,1
176965,1,1,2,1,1,1
176983,1,0,2,-2,2,3
177038,3,0,2,2,2,3
177065,4,1,2,2,1,2
177083,4,0,2,2,1,1
177092,4,1,2,2,1,1
177117,3,1,2,2,1,1
177126,4,0,2,2,1,3
177135,1,1,2,1,1,2
177144,4,1,2,2,1,1
177214,4,1,2,2,1,2
177250,1,0,2,1,2,3
177278,4,1,2,2,1,1
177302,2,0,2,-2,2,3
177339,4,1,2,2,1,1
177418,4,1,2,2,1,1
177436,1,0,2,2,2,3
177472,1,1,2,1,2,3
177542,4,1,2,2,1,1
177551,1,1,2,1,1,1
177588,2,0,2,-2,2,3
177603,2,0,2,-2,2,3
177676,1,0,2,1,1,3
177685,2,0,2,-2,2,3
177719,3,0,2,2,2,3
177746,3,1,2,2,1,1
177816,4,0,2,2,1,1
177834,3,0,2,2,1,3
177870,1,0,2,2,2,3
177931,1,0,2,-2,2,3
177940,1,1,2,1,1,1
177968,3,1,2,2,1,1
177977,1,0,2,1,1,1
177986,3,0,2,2,2,3
177995,1,0,2,1,2,3
178004,2,0,2,2,1,3
178059,3,1,2,2,1,2
178077,2,0,2,-2,2,3
